contract_number,county,project_description,project_length,project_length_unit
CNQ734,"HOUSTON, MONTGOMERY, AND STEWART",THE MOWING ON VARIOUS STATE ROUTES.,323.61,MILES
CNQ735,"LAWRENCE, LEWIS, AND WAYNE",THE MOWING ON VARIOUS STATE ROUTES.,152.09,MILES
CNQ736,"LEWIS, PERRY, AND WAYNE",THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,170.76,MILES
CNQ737,"MACON, SMITH, AND TROUSDALE",THE MOWING ON VARIOUS STATE ROUTES.,249,MILES
CNQ738,MAURY,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,208.88,MILES
CNQ740,RUTHERFORD AND WILLIAMSON,THE MOWING ON VARIOUS STATE ROUTES.,126.3,MILES
CNQ742,WAYNE,THE MOWING ON VARIOUS STATE ROUTES.,137.43,MILES
CNQ326,DICKSON,"THE GRADING, DRAINAGE, SIGNALS, CONSTRUCTION OF RETAINING WALLS AND PAVING ON THE I-40 WB RAMP TO S.R. 46 (EXIT 172).",0.408,MILES
CNQ921,CUMBERLAND,"THE GRADING, DRAINAGE AND PAVING ON S.R. 101 FROM FIRETOWER ROAD TO EAST OF WESTCHESTER DRIVE/CATOOSA BOULEVARD IN FAIRFIELD GLADE.",5.678,MILES
CNQ928,HAMBLEN AND JEFFERSON,THE PAVING ON S.R. 66 FROM NORTH OF I-81 IN JEFFERSON COUNTY TO S.R. 160 IN MORRISTOWN.,5.211,MILES
CNQ941,HAMILTON,THE REPAIR OF THE BRIDGE ON HIXSON PIKE OVER S.R. 153 (L.M. 4.32 L & R).,0,MILES
CNQ936,HICKMAN AND HUMPHREYS,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNQ937,"MACON, SMITH, AND TROUSDALE",THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNQ942,MONTGOMERY,"THE IMPROVEMENT OF THE INTERSECTION ON S.R. 48 AT TYLERTOWN ROAD (L.M. 11.75 - L.M. 11.96) IN CLARKSVILLE, INCLUDING GRADING, DRAINAGE, SIGNALS AND PAVING.",0.166,MILES
CNQ945,MORGAN,THE REPAIR OF THE BRIDGE ON U.S. 27 (S.R. 29) OVER THE NORFOLK SOUTHERN RAILROAD (L.M. 21.19).,0,MILES
CNQ940,OVERTON,THE REPAIR OF THE BRIDGE ON S.R. 84 OVER BRANCH (L.M. 10.16).,0,MILES
CNQ379,"ANDERSON, BLOUNT, CAMPBELL, CARTER, COCKE, GRAINGER, HAMBLEN, JEFFERSON, KNOX, LOUDON, MONROE, ROANE,
SEVIER, SULLIVAN, UNICOI, AND WASHINGTON",THE ON-CALL CONCRETE PAVEMENT REPAIR ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNQ359,"BENTON, CARROLL, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HAYWOOD, HENDERSON, LAUDERDALE, MADISON,
MCNAIRY, OBION, SHELBY, AND WEAKLEY",THE ON-CALL CONCRETE PAVEMENT REPAIR ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNQ144,BLOUNT,THE IMPROVEMENT OF THE INTERSECTION ON U.S. 129 BYPASS (S.R. 35) AT LINCOLN ROAD IN ALCOA (L.M. 1.85).,0.007,MILES
CNQ145,BLOUNT,THE IMPROVEMENT OF THE INTERSECTION ON U.S. 129 (S.R. 115) AT LOUISVILLE ROAD IN ALCOA (L.M. 13.02).,0.133,MILES
CNQ143,BLOUNT,"THE IMPROVEMENT OF THE INTERSECTIONS ON S.R. 33 AT DEFOE CIRCLE (L.M. 15.05) AND AT OLD KNOXVILLE PIKE (L.M. 14.86), INCLUDING GRADING, DRAINAGE, SIGNALS AND PAVING.",0.216,MILES
CNQ380,"BRADLEY, COFFEE, CUMBERLAND, GRUNDY, HAMILTON, MARION, MCMINN, PUTNAM, SEQUATCHIE, WARREN, AND WHITE",THE ON-CALL CONCRETE PAVEMENT REPAIR ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNQ377,CAMPBELL,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 9 FROM HUNTERS BRANCH ROAD TO MAIN STREET, AND ON MIDDLESBORO HIGHWAY FROM S.R. 63 TO DOAKS CREEK ROAD.",8.11,MILES
CNQ294,CAMPBELL,"THE RESURFACING ON I-75 FROM THE ANDERSON COUNTY LINE (L.M. 0.00) TO THE U.S. 25W (S.R. 9) RAMP (L.M. 4.69 SB, L.M. 4.92 NB).",4.92,MILES
CNQ358,"CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HUMPHREYS, MARSHALL, MAURY, MONTGOMERY, ROBERTSON,
RUTHERFORD, SMITH, SUMNER, WILLIAMSON, AND WILSON",THE ON-CALL CONCRETE PAVEMENT REPAIR ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNQ349,CUMBERLAND,THE RESURFACING ON I-40 FROM EAST OF U.S. 70 (S.R. 1) (L.M. 24.60) TO THE BRIDGES OVER OZONE ROAD (L.M. 29.19).,4.59,MILES
CNQ330,DAVIDSON,THE RESURFACING ON I-65 FROM THE WILLIAMSON COUNTY LINE (L.M. 0.00) TO SOUTH OF ARMORY DRIVE (L.M. 4.50).,4.5,MILES
CNQ370,DAVIDSON,THE REPAIR OF THE BRIDGE ON I-65 OVER THE CUMBERLAND RIVER AND COWAN STREET (L.M. 10.24).,0.227,MILES
CNQ331,DICKSON AND HICKMAN,THE RESURFACING ON I-840 FROM THE I-40 WESTBOUND RAMP IN DICKSON COUNTY (L.M. 0.00) TO THE WILLIAMSON COUNTY LINE IN HICKMAN COUNTY (L.M. 1.38) .,6.62,MILES
CNQ292,FAYETTE,"THE GRADING, DRAINAGE, CONSTRUCTION OF A CONCRETE BULB-TEE BEAM BRIDGE AND PAVING ON I-40 AT THE S.R. 196 (HICKORY WITHE ROAD) INTERCHANGE (L.M. 1.38 - L.M. 2.35).",0.966,MILES
CNQ332,FAYETTE,THE LONGITUDINAL JOINT STABILIZATION ON I-40 (FROM L.M. 0.00 TO L.M. 7.86) AND EITHER HOT-IN-PLACE RECYCLING OR MILLING AND FILLING WITH SURFACE MIX (FROM L.M. 7.86 TO L.M. 16.10).,16.1,MILES
CNQ333,GIBSON,"THE CONSTRUCTION OF CONCRETE BULB-TEE BEAM BRIDGES ON CREEKWOOD ROAD OVER BRANCH OF SUGAR CREEK (L.M. 0.50) AND SUGAR CREEK (L.M. 0.56), INCLUDING GRADING, DRAINAGE AND PAVING.",0.199,MILES
CNQ345,GRUNDY,THE REPAIR OF THE BRIDGE ON S.R. 56 OVER PEPPER HOLLOW BRANCH (LM 31.24).,0,MILES
CNQ341,HAMILTON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNQ356,HARDEMAN,"THE CONSTRUCTION OF A CONCRETE I-BEAM BRIDGE ON FAYETTE CORNER ROAD OVER LITTLE CREEK (L.M. 0.41), INCLUDING GRADING, DRAINAGE AND PAVING.",0.091,MILES
CNQ347,HAYWOOD,"THE GRADING, DRAINAGE AND PAVING ON S.R. 19 (BROWNSVILLE BYPASS) FROM WEST OF WINDROW ROAD TO S.R. 76 SOUTH OF BROWNSVILLE.",1.07,MILES
CNQ351,HAYWOOD,THE RESURFACING ON I-40 FROM MILE MARKER 46 (L.M. 2.86) TO NEAR KOKO ROAD (L.M. 8.36).,5.5,MILES
CNQ352,HENDERSON,THE RESURFACING ON I-40 FROM THE MADISON COUNTY LINE (L.M. 0.00) TO EAST OF S.R. 104 (L.M. 6.00).,6,MILES
CNQ353,HICKMAN,THE RESURFACING ON I-40 FROM THE HUMPHREYS COUNTY LINE (L.M. 0.00) TO THE BRIDGE OVER SUGAR CREEK (L.M. 4.56).,4.56,MILES
CNQ357,HUMPHREYS,"THE GRADING, DRAINAGE AND PAVING WITH PORTLAND CEMENT CONCRETE ON I-40 AT THE S.R. 13 WESTBOUND EXIT RAMP (L.M. 8.21).",0.334,MILES
CNQ334,KNOX,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,18.68,MILES
CNQ296,KNOX,THE RESURFACING ON I-40 FROM THE HOLSTON RIVER BRIDGE TO THE SEVIER COUNTY LINE AND REPAIR OF THE BRIDGE ON OGLESBY ROAD OVER I-40.,9.99,MILES
CNQ369,LAKE,"THE CONSTRUCTION OF A CONCRETE BULB-TEE BEAM BRIDGE ON S.R. 78 OVER DRAINAGE DITCH (L.M. 16.51), INCLUDING GRADING, DRAINAGE AND PAVING.",0,MILES
CNQ361,MADISON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNQ381,MARION,THE RESURFACING ON I-24 (EB ONLY) FROM THE GRUNDY COUNTY LINE (L.M. 0.00) TO EAST OF THE BRIDGE OVER CAVE COVE CREEK (L.M. 6.36).,6.36,MILES
CNQ335,MARION AND WARREN,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 108 FROM SPRING STREET TO NORTH OF POCKET ROAD IN MARION COUNTY, AND FROM S.R. 287 TO S.R. 55 IN WARREN COUNTY.",16,MILES
CNQ346,MARSHALL,WALLS AND PAVING ON U.S. 431 (S.R. 50) FROM U.S. 431 (S.R. 106) TO U.S. 31A (S.R. 11) IN LEWISBURG.,2.179,MILES
CNQ373,MAURY,THE REPAIR OF THE BRIDGES ON S.R. 246 OVER CARTERS CREEK (L.M. 1.07) AND MAYHORN BRANCH (L.M. 2.34).,0.132,MILES
CNQ343,MCMINN,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 11 (S.R. 2), S.R. 30 AND S.R. 305.",12.64,MILES
CNQ365,MONTGOMERY,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNQ340,MONTGOMERY,"THE GRADING, DRAINAGE, SIGNALS AND PAVING ON U.S. 79 (S.R. 13) FROM CRACKER BARREL DRIVE TO INTERNATIONAL BOULEVARD, AND AT THE INTERSECTION OF OAKLAND ROAD IN CLARKSVILLE.",2.12,MILES
CNQ104,RHEA,THE REPAIR OF THE BRIDGE ON S.R. 302 OVER CLEAR CREEK (L.M. 2.57).,0,MILES
CNQ354,ROBERTSON,"THE IMPROVEMENT OF THE INTERSECTION ON S.R. 257 AT S.R. 49 IN COOPERTOWN, INCLUDING GRADING, DRAINAGE, SIGNALS AND PAVING.",0.235,MILES
CNQ366,RUTHERFORD,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNQ362,RUTHERFORD,THE RESURFACING ON I-24 FROM EAST OF THE CSX RAILROAD BRIDGE (L.M. 19.07) TO EAST OF EPPS MILL ROAD (L.M. 26.55).,7.48,MILES
CNQ376,RUTHERFORD,THE RESURFACING ON I-840 USING OGFC AND PORTLAND CEMENT CONCRETE FROM WEST FORK STONES RIVER BRIDGE (L.M. 10.46) TO EAST FORK STONES RIVER BRIDGE (L.M. 15.60).,5.14,MILES
CNQ375,RUTHERFORD,"THE REPAIR OF THE BRIDGE ON U.S. 41 (U.S. 70S, S.R. 1) OVER HARTS BRANCH (L.M. 4.76).",0.117,MILES
CNQ374,RUTHERFORD,THE REPAIR OF THE BRIDGE ON U.S. 41A (S.R. 16) OVER THE HARPETH RIVER (L.M. 1.71).,0,MILES
CNQ237,SHELBY,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON SOUTH PARKWAY EAST AT CUMMINGS STREET (L.M. 2.83), INCLUDING GRADING, DRAINAGE AND PAVING WITH PORTLAND CEMENT CONCRETE.",0.059,MILES
CNQ338,SHELBY,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS AND RURAL INTERSECTIONS OF STATE ROUTES.,0,MILES
CNQ355,SHELBY,THE RESURFACING ON I-55 FROM NEAR HORN LAKE ROAD (L.M. 8.00) TO MCLEMORE ROAD (L.M. 11.00).,3,MILES
CNQ360,SMITH,"THE ROCKFALL MITIGATION ON S.R. 25 FROM L.M. 8.50 TO L.M. 9.60, INCLUDING GRADING, DRAINAGE AND PAVING.",0.468,MILES
CNQ149,SUMNER,"THE GRADING, DRAINAGE AND PAVING ON AIRPORT ROAD FROM NORTH OF CAIRO ROAD TO EAST OF STEAM PLANT ROAD, AND ON A S.I.A. ROUTE SERVING ABC AND OTHER INDUSTRIES IN GALLATIN.",2.506,MILES
CNQ367,SUMNER,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNQ339,SUMNER,"THE GRADING, DRAINAGE AND PAVING ON A S.I.A. ROUTE SERVING BERETTA USA IN GALLATIN.",0.551,MILES
CNQ295,WASHINGTON,THE RESURFACING ON I-26 FROM THE SULLIVAN COUNTY LINE (L.M. 0.00) TO NEAR S.R. 354 (L.M. 6.79).,5.69,MILES
CNQ368,WILLIAMSON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNQ280,WILSON,THE CONSTRUCTION OF A SMALL DRAINAGE STRUCTURE ON U.S. 70 (S.R. 26) (L.M. 4.82).,0.041,MILES
CNQ363,ROBERTSON,THE SUMNER COUNTY LINE TO SOUTH OF HONEY RUN CREEK (L.M. 0.00 - 7.29) AND ASPHALT PAVEMENT REPAIR ON THE OUTSIDE LANE AND SHOULDERS (L.M. 7.59 - 15.51).,15.21,MILES
CNT907,"BEDFORD, RUTHERFORD, WILLIAMSON, AND WILSON",THE SWATH MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE ROUTES.,57.45,MILES
CNT906,"DAVIDSON, MONTGOMERY, ROBERTSON, RUTHERFORD, SUMNER, WILLIAMSON, AND WILSON",THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNT902,GIBSON,THE RESURFACING ON U.S. 45WBR (S.R. 367) FROM U.S. 45W (S.R. 5) (L.M. 0.00) TO U.S. 45W (S.R. 5) (L.M. 4.73).,4.73,MILES
CNT909,RUTHERFORD AND WILLIAMSON,THE SWATH MOWING AND LITTER REMOVAL ON I-840.,53.99,MILES
CNT043,ANDERSON,THE RESURFACING ON S.R. 61 FROM NEAR BUFFALO ROAD (L.M. 20.52) TO NEAR U.S. 441 (S.R. 71) (L.M. 22.80).,2.28,MILES
CNT054,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON,
JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNT042,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,0,MILES
CNT041,BEDFORD,THE RESURFACING ON U.S. 231 (S.R. 10) FROM THE MOORE COUNTY LINE (L.M. 0.00) TO BROOKHAVEN CIRCLE (L.M. 8.31).,8.31,MILES
CNT050,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNT048,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,0,MILES
CNT053,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNT051,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,0,MILES
CNT047,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNT045,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,0,MILES
CNT044,"BLOUNT, CAMPBELL, CARTER, GREENE, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON, JOHNSON, KNOX, SULLIVAN, UNICOI,
AND WASHINGTON",THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNT033,"BRADLEY, MCMINN, AND MEIGS","THE RESURFACING (MICROSURFACING) ON S.R. 306 AND S.R. 308 IN BRADLEY COUNTY, ON S.R. 305 IN MCMINN COUNTY AND ON S.R. 306 IN MEIGS COUNTY.",16.87,MILES
CNT061,CARROLL AND HENDERSON,THE RESURFACING ON I-40 FROM M.M. 115.31 (L.M. 20.31) IN HENDERSON COUNTY TO M.M. 120.31 (L.M. 0.66) IN CARROLL COUNTY.,4.99,MILES
CNT049,"CHEATHAM, DAVIDSON, GILES, HICKMAN, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN, MARSHALL, MAURY, MONTGOMERY,
MOORE, ROBERTSON, RUTHERFORD, SUMNER, WILLIAMSON, AND WILSON",THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNT035,CLAIBORNE,THE RESURFACING ON U.S. 25E (S.R. 32) FROM NEAR WELCH DRIVE (L.M. 9.72) TO NEAR M.M. 12 (L.M. 11.95).,2.23,MILES
CNT046,"CLAY, CUMBERLAND, DEKALB, FENTRESS, JACKSON, OVERTON, PICKETT, PUTNAM, AND WHITE",THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNT026,CLAY AND OVERTON,THE RESURFACING (MICROSURFACING) ON S.R. 111 IN OVERTON COUNTY FROM THE PUTNAM COUNTY LINE TO NORTH OF S.R. 293 AND ON S.R. 52 FROM WEST OF POOR HOUSE ROAD IN CLAY COUNTY TO WEST OF ROBBINS LANE IN OVERTON COUNTY.,6.63,MILES
CNT060,DAVIDSON,THE RESURFACING ON U.S. 41A (S.R. 112) FROM SOUTH OF OLD HICKORY BOULEVARD (L.M. 6.61) TO THE CHEATHAM COUNTY LINE (L.M. 12.04).,5.43,MILES
CNT001,DAVIDSON,"THE REPAIR OF THE BRIDGES ON ARLINGTON AVENUE OVER I-40 (L.M. 0.12 AND L.M. 0.17) AND ON U.S. 41 (U.S. 70S, S.R. 1) OVER MILL CREEK (L.M. 21.99).",0.13,MILES
CNT024,DEKALB AND WHITE,THE RESURFACING (MICROSURFACE OR THIN MIX OVERLAY) ON U.S. 70 (S.R. 26) FROM WEST OF BRENT TAYLOR ROAD (L.M. 20.26) IN DEKALB COUNTY TO EAST OF CREEKSIDE PLACE (L.M. 9.82) IN WHITE COUNTY.,17.83,MILES
CNT057,DICKSON,THE RESURFACING ON S.R. 47 FROM U.S. 70 (S.R. 1) (L.M. 10.19) TO NORTH OF S.R. 250 (L.M. 12.47).,2.28,MILES
CNT052,"FAYETTE, HARDEMAN, HARDIN, MCNAIRY, AND SHELBY",THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNT028,FENTRESS,THE RESURFACING (MICROSURFACING) ON U.S. 127 (S.R. 28) FROM SOUTH OF DAVIS ROAD TO NORTH OF S.R. 52 AND FROM NORTH OF LACY ROAD TO NORTH OF MUSTANG LANE.,9.35,MILES
CNT037,GILES,"THE RESURFACING ON S.R. 273 FROM WEST OF PIERSON LANE (L.M. 8.00) TO THE LINCOLN COUNTY LINE (L.M. 15.84), INCLUDING BRIDGE DECK REPAIR.",7.84,MILES
CNT071,GILES,THE REPAIR OF THE BRIDGES ON I-65 OVER SINKING CREEK (L.M. 2.76).,0,MILES
CNT040,GRAINGER,THE RESURFACING ON U.S. 25E (S.R. 32) FROM NEAR THE HOLSTON RIVER BRIDGE (L.M. 0.27) TO NEAR U.S. 11W (S.R. 1) (L.M. 5.80).,5.53,MILES
CNT063,HARDEMAN,THE RESURFACING ON S.R. 18 FROM U.S. 64 (S.R. 15) (L.M. 17.39) TO THE MADISON COUNTY LINE (L.M. 30.98).,13.59,MILES
CNT064,HENDERSON,THE RESURFACING ON S.R. 104 FROM ROCK MILAM ROAD (L.M. 7.50) TO U.S. 412 (S.R. 20) (L.M. 16.70).,9.2,MILES
CNT039,HOUSTON AND STEWART,"THE RESURFACING ON S.R. 232 FROM S.R. 147 (L.M. 0.00) IN HOUSTON COUNTY TO LEATHERWOOD CREEK (L.M. 3.74) IN STEWART COUNTY, INCLUDING BRIDGE DECK REPAIR.",6.09,MILES
CNT007,HUMPHREYS,"THE IMPROVEMENT OF VARIOUS INTERSECTIONS ON U.S. 70 (S.R. 1) AND RAILROAD STREET IN WAVERLY, INCLUDING GRADING, DRAINAGE, SIGNALS AND PAVING.",0.301,MILES
CNT029,JACKSON AND PUTNAM,THE RESURFACING (MICROSURFACING) ON S.R. 53 IN JACKSON COUNTY FROM NORTH OF S.R. 135 TO THE CLAY COUNTY LINE AND ON S.R. 56 FROM NORTH OF U.S. 70N (S.R. 24) IN PUTNAM COUNTY TO NORTH OF OLD CREEK ROAD IN JACKSON COUNTY.,22.79,MILES
CNT058,LAWRENCE,THE RESURFACING ON S.R. 242 FROM NORTH HOLLY CREEK ROAD (L.M. 4.40) TO BAILEY SPRINGS ROAD (L.M. 16.21).,11.81,MILES
CNT077,MACON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 52 FROM S.R. 141 (L.M. 3.06) TO OLD HIGHWAY 52 (L.M. 3.39).,0.33,MILES
CNT070,MADISON,"THE CONSTRUCTION OF A CONCRETE BOX BEAM BRIDGE ON S.R. 198 OVER BEAR CREEK (L.M. 8.65), INCLUDING GRADING, DRAINAGE AND PAVING.",0.104,MILES
CNT027,MCMINN,THE RESURFACING ON U.S. 11 (S.R. 2) FROM SOUTH OF ROCKY MOUNT ROAD (L.M. 12.18) TO NORTH OF HAINES ROAD (L.M. 14.80).,2.62,MILES
CNT067,OBION,"THE REPAIR OF 6 BRIDGES ON VARIOUS ROUTES OVER U.S. 45W (U.S. 51, S.R. 3).",0,MILES
CNT062,POLK,THE REPAIR OF BRIDGES ON U.S. 64 (S.R. 40) OVER NORTH POTATO CREEK (L.M. 26.93).,0,MILES
CNT034,PUTNAM AND WHITE,THE RESURFACING (EITHER MICROSURFACE OR THIN MIX OVERLAY) ON S.R. 24 IN PUTNAM COUNTY FROM MILL CREEK ROAD TO BEE ROCK ROAD AND ON S.R. 84 IN WHITE COUNTY FROM SOUTH OF EAST COLLEGE STREET TO THE PUTNAM COUNTY LINE.,17.25,MILES
CNT075,RHEA,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 30 FROM NEAR S.R. 443 (L.M. 4.10) TO MAPLE CREEK DRIVE (L.M. 7.75).,3.65,MILES
CNT066,SHELBY,THE REPAIR OF THE BRIDGE ON U.S. 78 (S.R 4) OVER JOHNS CREEK (L.M. 2.23).,0,MILES
CNT069,SULLIVAN,"THE RESURFACING ON S.R. 126 FROM NEAR FALL CREEK ROAD (L.M. 9.10) TO NEAR S.R. 75 (L.M. 15.44) AND ON S.R. 93 FROM NEAR S.R. 347 (L.M. 3.17) TO NEAR GAYLEMONT DRIVE (L.M. 5.08), INCLUDING BRIDGE DECK REPAIR.",8.25,MILES
CNT036,SULLIVAN,THE REPAIR OF THE BRIDGE ON U.S. 11W (S.R. 1) OVER REEDY CREEK (L.M. 9.77) IN KINGSPORT.,0,MILES
CNT076,TIPTON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,9.94,MILES
CNT021,WASHINGTON,"THE GRADING, DRAINAGE AND PAVING ON A S.I.A. ROUTE SERVING CLINICAL MANAGEMENT CONCEPTS IN JOHNSON CITY.",0.406,MILES
CNT059,WAYNE,"THE RESURFACING ON S.R. 228 FROM S.R. 128 TO BEECH CREEK ROAD, AND ON S.R. 13 FROM S.R. 203 TO CHALK CREEK ROAD AND FROM HILL STREET TO SOUTH OF VALLEY ROAD, INCLUDING BRIDGE DECK REPAIR.",18.59,MILES
CNT056,WEAKLEY,THE RESURFACING ON U.S. 45E (S.R. 43) FROM S.R. 22 (L.M. 17.40) TO THE OBION COUNTY LINE (L.M. 20.94).,3.54,MILES
CNT068,WEAKLEY,THE REPAIR OF BRIDGES ON S.R. 22 OVER MUD CREEK (L.M. 15.71) AND CHESTNUT BRANCH (L.M. 15.75).,0,MILES
CNT078,WILSON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 70 (S.R. 26) FROM NEAR I-40 (L.M. 5.23) TO NEAR MADDOX SIMPSON PARKWAY (L.M. 5.42).,0.19,MILES
CNT031,JACKSON,"THE RESURFACING (EITHER MICROSURFACE OR THIN MIX OVERLAY) ON S.R. 53 FROM THE SMITH COUNTY LINE (L.M. 0.00) TO NORTH OF NEW SALEM ROAD (L.M. 9.02), INCLUDING REPAIR OF THE BRIDGE OVER FLYNN’S CREEK (L.M. 7.84).",9.02,MILES
CNT201,"CAMPBELL, HANCOCK, AND MORGAN",THE EMERGENCY SLOPE STABILIZATION ON VARIOUS STATE ROUTES.,0,MILES
CNT179,GILES,THE EMERGENCY SLOPE STABILIZATION ON U.S. 31A (S.R. 11) NEAR L.M. 23.00 - L.M. 23.50.,0.1,MILES
CNT204,JEFFERSON,THE EMERGENCY SLOPE STABILIZATION ON S.R. 92 NEAR L.M. 2.50.,0,MILES
