contract_number,work_type,project_description,county,Proposal ID,Category Description,Primary County,Letting Date,tdot_work_type,match
CNX710,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,COFFEE AND FRANKLIN,CNX710,MAINTENANCE,COFFEE,20231103,Maintenance,True
CNN727,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,"FAYETTE, LAUDERDALE, SHELBY, AND TIPTON",CNN727,MAINTENANCE,FAYETTE,20141114,Maintenance,True
CNQ916,Maintenance,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, BLOUNT, CAMPBELL, COCKE, GRAINGER, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",CNQ916,MAINTENANCE,ANDERSON,20160212,Maintenance,True
CNQ912,Maintenance,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDIN, HAYWOOD, HENDERSON, HENRY,
MADISON, MCNAIRY, OBION, SHELBY, AND WEAKLEY",CNQ912,MAINTENANCE,BENTON,20160212,Maintenance,True
CNX711,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON I-24.,"COFFEE, GRUNDY, HAMILTON, AND MARION",CNX711,MAINTENANCE,COFFEE,20231103,Maintenance,True
CNN728,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,GILES AND LAWRENCE,CNN728,MAINTENANCE,GILES,20141114,Maintenance,True
CNN729,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,"GILES, MARSHALL, AND MAURY",CNN729,MAINTENANCE,GILES,20141114,Maintenance,True
CNW310,Maintenance,THE SEALING ON I-40 FROM THE WILLIAMSON COUNTY LINE (L.M. 0.00) TO THE DAVIDSON COUNTY LINE (L.M. 7.15),CHEATHAM,CNW310,MAINTENANCE,CHEATHAM,20220923,Maintenance,True
CNQ902,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON I-40.,"BENTON, CARROLL, DECATUR, HENDERSON, AND MADISON",CNQ902,MAINTENANCE,BENTON,20160212,Maintenance,True
CNN703,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"BEDFORD, MARSHALL, MAURY, AND MOORE",CNN703,MAINTENANCE,BEDFORD,20141114,Maintenance,True
CNW170,Maintenance,THE TUNNEL CLEANING OF THE THOMPSON LANE UNDERPASS ON S.R. 155.,DAVIDSON,CNW170,MAINTENANCE,DAVIDSON,20220513,Maintenance,True
CNQ903,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"CHESTER, HARDEMAN, HARDIN, AND MCNAIRY",CNQ903,MAINTENANCE,CHESTER,20160212,Maintenance,True
CNQ910,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"CLAY, CUMBERLAND, FENTRESS, OVERTON, AND PICKETT",CNQ910,MAINTENANCE,CLAY,20160212,Maintenance,True
CNQ911,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"CLAY, DEKALB, JACKSON, OVERTON, PUTNAM, SMITH, AND WHITE",CNQ911,MAINTENANCE,CLAY,20160212,Maintenance,True
CNQ904,Maintenance,THE MOWING AND LITTER REMOVAL ON I-440.,DAVIDSON,CNQ904,MAINTENANCE,DAVIDSON,20160212,Maintenance,True
CNX716,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"DICKSON, HICKMAN, AND HUMPHREYS",CNX716,MAINTENANCE,DICKSON,20231103,Maintenance,True
CNQ905,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,DAVIDSON,CNQ905,MAINTENANCE,DAVIDSON,20160212,Maintenance,True
CNX731,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,"DYER, GIBSON, LAKE, AND OBION",CNX731,MAINTENANCE,DYER,20231103,Maintenance,True
CNQ915,Maintenance,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,"DAVIDSON, MONTGOMERY, ROBERTSON, SUMNER, WILLIAMSON, AND WILSON",CNQ915,MAINTENANCE,DAVIDSON,20160212,Maintenance,True
CNQ906,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,"FAYETTE, LAUDERDALE, SHELBY, AND TIPTON",CNQ906,MAINTENANCE,FAYETTE,20160212,Maintenance,True
CNQ907,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,LINCOLN AND MOORE,CNQ907,MAINTENANCE,LINCOLN,20160212,Maintenance,True
CNN726,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON I-40.,"FAYETTE, HAYWOOD, AND MADISON",CNN726,MAINTENANCE,FAYETTE,20141114,Maintenance,True
CNQ908,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,MAURY,CNQ908,MAINTENANCE,MAURY,20160212,Maintenance,True
CNX709,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"CLAY, DEKALB, JACKSON, OVERTON, PUTNAM, SMITH, AND WHITE",CNX709,MAINTENANCE,CLAY,20231103,Maintenance,True
CNN706,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"BLEDSOE, GRUNDY, MARION, SEQUATCHIE, AND VAN BUREN",CNN706,MAINTENANCE,BLEDSOE,20141114,Maintenance,True
CNN720,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE ROUTES.,"COFFEE, GRUNDY, HAMILTON, AND MARION",CNN720,MAINTENANCE,COFFEE,20141114,Maintenance,True
CNN718,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"COCKE, HAMBLEN, JEFFERSON, AND SEVIER",CNN718,MAINTENANCE,COCKE,20141114,Maintenance,True
CNN717,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"CLAY, DEKALB, JACKSON, OVERTON, PUTNAM, SMITH, AND WHITE",CNN717,MAINTENANCE,CLAY,20141114,Maintenance,True
CNN716,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"CLAY, CUMBERLAND, FENTRESS, OVERTON, AND PICKETT",CNN716,MAINTENANCE,CLAY,20141114,Maintenance,True
CNN715,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"CHESTER, HARDEMAN, HARDIN, AND MCNAIRY",CNN715,MAINTENANCE,CHESTER,20141114,Maintenance,True
CNN714,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,"CHEATHAM, MONTGOMERY, ROBERTSON, AND SUMNER",CNN714,MAINTENANCE,CHEATHAM,20141114,Maintenance,True
CNN713,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"CARTER, JOHNSON, SULLIVAN, UNICOI, AND WASHINGTON",CNN713,MAINTENANCE,CARTER,20141114,Maintenance,True
CNN712,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,"CARTER, GREENE, HAMBLEN, JEFFERSON, SULLIVAN, UNICOI, AND WASHINGTON",CNN712,MAINTENANCE,CARTER,20141114,Maintenance,True
CNN711,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"CANNON, VAN BUREN, AND WARREN",CNN711,MAINTENANCE,CANNON,20141114,Maintenance,True
CNN721,Maintenance,THE MOWING AND LITTER REMOVAL ON VAROUS STATE ROUTES.,"CROCKETT, DECATUR, HAYWOOD, HENDERSON, AND MADISON",CNN721,MAINTENANCE,CROCKETT,20141114,Maintenance,True
CNX730,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"CROCKETT, DECATUR, HARDIN, HAYWOOD, HENDERSON, AND MADISON",CNX730,MAINTENANCE,CROCKETT,20231103,Maintenance,True
CNX729,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"CHESTER, HARDEMAN, AND MCNAIRY",CNX729,MAINTENANCE,CHESTER,20231103,Maintenance,True
CNN710,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"CAMPBELL, CLAIBORNE, MORGAN, AND SCOTT",CNN710,MAINTENANCE,CAMPBELL,20141114,Maintenance,True
CNN722,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,DAVIDSON,CNN722,MAINTENANCE,DAVIDSON,20141114,Maintenance,True
CNN709,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"BRADLEY, MCMINN, AND POLK",CNN709,MAINTENANCE,BRADLEY,20141114,Maintenance,True
CNN723,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,DAVIDSON AND WILLIAMSON,CNN723,MAINTENANCE,DAVIDSON,20141114,Maintenance,True
CNN708,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"BLOUNT, LOUDON, MONROE, AND ROANE",CNN708,MAINTENANCE,BLOUNT,20141114,Maintenance,True
CNN707,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,BLOUNT AND KNOX,CNN707,MAINTENANCE,BLOUNT,20141114,Maintenance,True
CNN724,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"DICKSON, HICKMAN, AND HUMPHREYS",CNN724,MAINTENANCE,DICKSON,20141114,Maintenance,True
CNZ255,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, BLOUNT, CAMPBELL, COCKE, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",CNZ255,MAINTENANCE,ANDERSON,20251003,Maintenance,True
CNN725,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,"DYER, GIBSON, LAKE, AND OBION",CNN725,MAINTENANCE,DYER,20141114,Maintenance,True
CNN705,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"BENTON, CARROLL, HENRY, OBION, AND WEAKLEY",CNN705,MAINTENANCE,BENTON,20141114,Maintenance,True
CNQ909,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,RUTHERFORD AND WILLIAMSON,CNQ909,MAINTENANCE,RUTHERFORD,20160212,Maintenance,True
CNN702,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"ANDERSON, GRAINGER, AND UNION",CNN702,MAINTENANCE,ANDERSON,20141114,Maintenance,True
CNN719,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,COFFEE AND FRANKLIN,CNN719,MAINTENANCE,COFFEE,20141114,Maintenance,True
CNN735,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"LEWIS, PERRY, AND WAYNE",CNN735,MAINTENANCE,LEWIS,20141114,Maintenance,True
CNN732,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"HAMILTON, MEIGS, AND RHEA",CNN732,MAINTENANCE,HAMILTON,20141114,Maintenance,True
CNN731,Maintenance,THE MOWING ON VARIOUS INTERSTATE AND STATE ROUTES.,HAMILTON,CNN731,MAINTENANCE,HAMILTON,20141114,Maintenance,True
CNN730,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"GREENE, HAMBLEN, HANCOCK, AND HAWKINS",CNN730,MAINTENANCE,GREENE,20141114,Maintenance,True
CNN736,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"MACON, SMITH, AND TROUSDALE",CNN736,MAINTENANCE,MACON,20141114,Maintenance,True
CNX910,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"RUTHERFORD, SUMNER, AND WILSON",CNX910,MAINTENANCE,RUTHERFORD,20230818,Maintenance,True
CNW350,Maintenance,THE SEALING ON I-65 FROM THE SUMNER COUNTY LINE (L.M. 0.00) TO THE BRIDGE OVER HONEY RUN CREEK (L.M. 7.47).,ROBERTSON,CNW350,MAINTENANCE,ROBERTSON,20220923,Maintenance,True
CNR912,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,"RUTHERFORD, SUMNER, AND WILSON",CNR912,MAINTENANCE,RUTHERFORD,20170210,Maintenance,True
CNN734,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"LAWRENCE, LEWIS, AND WAYNE",CNN734,MAINTENANCE,LAWRENCE,20141114,Maintenance,True
CNN737,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,MAURY,CNN737,MAINTENANCE,MAURY,20141114,Maintenance,True
CNR913,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,WILLIAMSON,CNR913,MAINTENANCE,WILLIAMSON,20170210,Maintenance,True
CNN701,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,ANDERSON AND CAMPBELL,CNN701,MAINTENANCE,ANDERSON,20141114,Maintenance,True
CNZ246,Maintenance,THE SWEEPING ON VARIOUS STATE ROUTES.,"DAVIDSON, MONTGOMERY, SUMNER, AND WILLIAMSON",CNZ246,MAINTENANCE,DAVIDSON,20251003,Maintenance,True
CNN733,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,"HOUSTON, MONTGOMERY, AND STEWART",CNN733,MAINTENANCE,HOUSTON,20141114,Maintenance,True
CNX733,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,"FAYETTE, LAUDERDALE, AND TIPTON",CNX733,MAINTENANCE,FAYETTE,20231103,Maintenance,True
CNZ262,Maintenance,THE SWEEPING ON VARIOUS STATE ROUTES.,SHELBY,CNZ262,MAINTENANCE,SHELBY,20251003,Maintenance,True
CNX732,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON I-40.,"FAYETTE, HAYWOOD, AND MADISON",CNX732,MAINTENANCE,FAYETTE,20231103,Maintenance,True
CNZ248,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,"BRADLEY, GRUNDY, HAMILTON, MARION, MCMINN, PUTNAM, SEQUATCHIE, AND WHITE",CNZ248,MAINTENANCE,BRADLEY,20251003,Maintenance,True
CNP927,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON U.S. 31 (S.R. 7) FROM BUNKER HILL ROAD TO U.S. 64 (S.R. 15), AND ON A S.I.A. ROUTE SERVING SAARGUMMI OF TENNESSEE.",GILES,CNP927,"BOX BRIDGE, ROADWAY, UTILITY NH, UTILITY STP",GILES,20151204,Roadway+Bridge,True
CNU922,New Construction/Reconstruction,"THE GRADING, DRAINAGE, CONSTRUCTION OF TWO (2) CONCRETE BULB-TEE BEAM BRIDGES, SIGNALS AND PAVING ON S.R. 266 (JEFFERSON PIKE) FROM S.R. 102 (NISSAN DRIVE) (L.M. 5.01) TO EAST OF I-840 (L.M. 8.82).",RUTHERFORD,CNU922,"BRIDGE, ROADWAY, ROADWAY ALTERNATE AA1, UTILITY",RUTHERFORD,20201211,Roadway+Bridge,True
CNS348,New Construction/Reconstruction,"THE REPLACEMENT OF A COLLAPSED 42"" CORRUGATED METAL PIPE ON S.R. 111 SB (L.M. 1.50), INCLUDING GRADING, DRAINAGE AND PAVING.",HAMILTON,CNS348,ROADWAY,HAMILTON,20181116,Roadway,True
CNS370,New Construction/Reconstruction,"THE CONSTRUCTION OF A TRUCK CLIMBING LANE ON I-75 NB (M.M. 135.5 TO M.M. 140.1), INCLUDING GRADING, DRAINAGE AND PAVING.",CAMPBELL,CNS370,ROADWAY,CAMPBELL,20181116,Roadway,True
CNR937,New Construction/Reconstruction,"THE IMPROVEMENT OF THE INTERSECTION ON U.S. 31 (S.R. 6) AT S.R. 255 (HARDING PLACE/BATTERY LANE) (L.M. 3.69) IN OAK HILL, INCLUDING GRADING, DRAINAGE, SIGNALS AND PAVING.",DAVIDSON,CNR937,"ROADWAY, UTILITY",DAVIDSON,20170623,Roadway,True
CNU323,New Construction/Reconstruction,"THE GRADING, DRAINAGE, CONSTRUCTION OF A CONCRETE BOX BRIDGE, SIGNALS AND PAVING ON S.R. 455 (TENNESSEE WALTZ PARKWAY) FROM 1,500 FEET SOUTH OF S.R. 49 (L.M. 0.87) TO S.R. 49 (L.M. 1.16).",CHEATHAM,CNU323,"BOX BRIDGE, ROADWAY, UTILITY",CHEATHAM,20201211,Roadway+Bridge,True
CNV067,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON A S.I.A. ROUTE SERVING PROJECT FAB (TATE ORNAMENTAL) IN WHITE HOUSE.",ROBERTSON,CNV067,ROADWAY,ROBERTSON,20210205,Roadway,True
CNP315,New Construction/Reconstruction,"THE CONSTRUCTION OF TURN LANES ON U.S. 412 (S.R. 99) AT THE INTERSECTION OF PATTERSON DRIVE IN COLUMBIA, INCLUDING GRADING, DRAINAGE AND PAVING.",MAURY,CNP315,ROADWAY,MAURY,20151204,Roadway,True
CNT259,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON A S.I.A. ROUTE SERVING PROJECT CHARGER.",WHITE,CNT259,ROADWAY,WHITE,20190809,Roadway,True
CNV098,New Construction/Reconstruction,"THE GRADING, DRAINAGE, SIGNALS AND PAVING ON U.S. 70N (S.R. 24) AT THE INTERSECTION OF S.R. 56 (L.M. 11.64) IN BAXTER.",PUTNAM,CNV098,ROADWAY,PUTNAM,20210820,Roadway,True
CNR940,New Construction/Reconstruction,"THE CONSTRUCTION OF A CONCRETE BOX BRIDGE ON FORGE ROAD OVER FORGE CREEK (L.M. 1.86), INCLUDING GRADING, DRAINAGE, RETAINING WALL AND PAVING.",JOHNSON,CNR940,"BOX BRIDGE, ROADWAY",JOHNSON,20170623,Roadway+Bridge,True
CNV077,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON INTERSTATE DRIVE FROM S.R. 53 TO WEST OF THE CANEY FORK AND WESTERN RAILROAD (L.M. 0.00 TO L.M. 0.820).",COFFEE,CNV077,ROADWAY,COFFEE,20210618,Roadway,True
CNS242,New Construction/Reconstruction,"THE CONSTRUCTION OF A CONCRETE I-BEAM BRIDGE ON NORTH 11TH STREET OVER THE C.S.X. RAILROAD IN LAFOLLETTE (L.M. 0.27), INCLUDING GRADING, DRAINAGE AND PAVING.",CAMPBELL,CNS242,"BRIDGE, ROADWAY",CAMPBELL,20180622,Roadway+Bridge,True
CNS338,New Construction/Reconstruction,"THE GRADING, DRAINAGE, CONSTRUCTION OF A CONCRETE I-BEAM BRIDGE, RETAINING WALLS AND PAVING ON I-40 FROM EAST OF S.R. 109 (L.M. 9.89) TO EAST OF I-840 (L.M. 13.45).",WILSON,CNS338,"BRIDGE, ROADWAY",WILSON,20181207,Roadway+Bridge,True
CNT282,New Construction/Reconstruction,THE CONSTRUCTION OF PEDESTRIAN FACILITIES ON S.R. 96 FROM EAST OF CAMDEN COURT (L.M. 8.32) TO EAST OF GRESHAM LANE (L.M. 8.60) IN MURFREESBORO.,RUTHERFORD,CNT282,ROADWAY,RUTHERFORD,20190809,Roadway,True
CNT287,New Construction/Reconstruction,"THE CONSTRUCTION OF TURN LANES ON U.S. 79 (S.R. 13) AT THE INTERSECTION OF WYLMA VAN ALLEN PLACE (NASHVILLE STATE COMMUNITY COLLEGE CAMPUS) (L.M. 22.40) IN CLARKSVILLE, INCLUDING GRADING, DRAINAGE AND PAVING.",MONTGOMERY,CNT287,ROADWAY,MONTGOMERY,20190809,Roadway,True
CNT280,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON U.S. 43 (S.R. 6) FROM OLD U.S. 43 IN LAWRENCE COUNTY (L.M. 33.82) TO NEAR JAMES M. ROY ROAD IN MAURY COUNTY (L.M. 0.91).",LAWRENCE AND MAURY,CNT280,ROADWAY,LAWRENCE,20190809,Roadway,True
CNT015,New Construction/Reconstruction,"THE GRADING, DRAINAGE, CONSTRUCTION OF RETAINING WALLS AND PAVING ON U.S. 441 (S.R. 71) FROM EVANS ROAD IN KNOX COUNTY (L.M. 0.74) TO BURNETT LANE IN SEVIER COUNTY (L.M. 0.12).",KNOX AND SEVIER,CNT015,"ROADWAY, UTILITY",KNOX,20190809,Roadway,True
CNP309,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON A S.I.A. ROUTE (S.R. 163) SERVING RESOLUTE FOREST PRODUCTS IN CALHOUN.",MCMINN,CNP309,ROADWAY,MCMINN,20151204,Roadway,True
CNP929,New Construction/Reconstruction,"THE CONSTRUCTION OF BRIDGES ON S.R. 130 OVER BRANCH (L.M. 4.77, L.M. 5.45 AND L.M. 9.83), AND OVER SUGAR CREEK (L.M. 8.30), INCLUDING GRADING, DRAINAGE AND PAVING.",BEDFORD,CNP929,"BOX BRIDGE, BRIDGE, ROADWAY, UTILITY",BEDFORD,20151204,Roadway+Bridge,True
CNP296,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON S.R. 115 AT S.R. 333 (TOPSIDE ROAD) (L.M. 19.92) IN ALCOA.",BLOUNT,CNP296,ROADWAY,BLOUNT,20151204,Roadway,True
CNS930,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON I-75 AT THE SOUTHBOUND WELCOME CENTER EXIT RAMP (L.M. 31.30 - L.M. 31.63).",CAMPBELL,CNS930,ROADWAY,CAMPBELL,20180511,Roadway,True
CNU014,New Construction/Reconstruction,"THE GRADING, DRAINAGE, CONSTRUCTION OF BRIDGES, PAVING AND SIGNALS ON A S.I.A. ROUTE SERVING NOKIAN TYRES.",RHEA,CNU014,ROADWAY,RHEA,20200207,Roadway,True
CNX064,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON U.S. 27 (S.R. 29, ALBERTA STREET) FROM LITTON ROAD (L.M. 19.06) TO NORTH OF SHEPPARD ROAD (L.M. 19.22) IN ONEIDA.",SCOTT,CNX064,ROADWAY,SCOTT,20230210,Roadway,True
CNU012,New Construction/Reconstruction,"THE IMPROVEMENT OF THE INTERSECTION ON U.S. 11 (U.S. 64, S.R. 2) AT EDGMON ROAD IN COLLEGEDALE (L.M. 22.67), INCLUDING GRADING, DRAINAGE AND PAVING.",HAMILTON,CNU012,ROADWAY,HAMILTON,20200207,Roadway,True
CNW322,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON I-40 AT THE U.S. 70 (S.R. 1) ENTRANCE AND EXIT RAMPS (EXIT 66).",HAYWOOD,CNW322,ROADWAY,HAYWOOD,20221007,Roadway,True
CNV344,New Construction/Reconstruction,"THE CONSTRUCTION OF A CONCRETE BOX BEAM BRIDGE ON S.R. 230 OVER THE PINEY RIVER (L.M. 11.46), INCLUDING GRADING, DRAINAGE AND PAVING.",HICKMAN,CNV344,"BRIDGE, ROADWAY",HICKMAN,20211210,Roadway+Bridge,True
CNU045,New Construction/Reconstruction,"THE CONSTRUCTION OF A CONCRETE BOX BRIDGE ON S.R. 151 OVER HUDSON CREEK (L.M. 3.50), INCLUDING GRADING, DRAINAGE AND PAVING.",JACKSON,CNU045,"BOX BRIDGE, ROADWAY",JACKSON,20200207,Roadway+Bridge,True
CNR040,New Construction/Reconstruction,"THE GRADING, DRAINAGE AND PAVING ON U.S. 70 (S.R. 1) FROM EAST OF KINGSTON AVENUE (L.M. 7.21) TO S.R. 382 (L.M. 8.83).",ROANE,CNR040,"ROADWAY, UTILITY",ROANE,20170210,Roadway,True
CNP229,New Construction/Reconstruction,"THE GRADING, DRAINAGE, CONSTRUCTION OF A CONCRETE BULB-TEE BEAM BRIDGE AND PAVING ON ""PHASE A"" OF A S.I.A. ROUTE SERVING NISSAN NORTH AMERICA IN DECHERD.",FRANKLIN,CNP229,"BRIDGE, ROADWAY",FRANKLIN,20151204,Roadway+Bridge,True
CNP907,New Construction/Reconstruction,"THE CONSTRUCTION OF TURN LANES ON S.R. 12 (CLARKSVILLE HIGHWAY) AT CHEATHAM COUNTY HIGH SCHOOL (L.M. 9.60 - L.M. 9.85), INCLUDING GRADING, DRAINAGE AND PAVING.",CHEATHAM,CNP907,ROADWAY,CHEATHAM,20150213,Roadway,True
CNV902,New Construction/Reconstruction,"THE GRADING, DRAINAGE, SIGNALS AND PAVING ON U.S. 11 (U.S. 70, S.R. 1) AT THE INTERSECTION OF NORTH WATT ROAD AND SOUTH WATT ROAD IN FARRAGUT (L.M. 0.20).",KNOX,CNV902,"ROADWAY, UTILITY",KNOX,20210326,Roadway,True
CNW909,New Construction/Reconstruction,"THE GRADING, DRAINAGE, SIGNALS AND PAVING ON S.R. 10/S.R. 25 AT S.R. 141/HALLTOWN ROAD IN HARTSVILLE, AND MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 141 FROM SLEEPY HOLLOW LANE (L.M. 3.47) TO S.R. 10/S.R. 25 (L.M. 4.23).",TROUSDALE,CNW909,ROADWAY,TROUSDALE,20220325,Roadway,True
CNV322,New Construction/Reconstruction,"THE INTERSECTION IMPROVEMENTS ON S.R. 155 (BRILEY PARKWAY) AT THE BRICK CHURCH PIKE RAMPS (L.M. 16.68 - L.M. 16.85), INCLUDING GRADING, DRAINAGE, SIGNALS AND PAVING WITH HIGH FRICTION SURFACE TREATMENT (HFST).",DAVIDSON,CNV322,ROADWAY,DAVIDSON,20211210,Roadway,True
CNV281,New Construction/Reconstruction,"THE GRADING, DRAINAGE, CONSTRUCTION OF BRIDGES AND RETAINING WALLS, ITS AND PAVING ON I-65 FROM NEAR S.R. 25 (MAIN STREET) (L.M. 7.46) TO NEAR S.R. 109 (L.M. 17.12).",ROBERTSON,CNV281,"BOX BRIDGE, BRIDGE, ROADWAY, UTILITY",ROBERTSON,20210820,Roadway+Bridge,True
CNP312,New Construction/Reconstruction,"THE IMPROVEMENT OF THE INTERCHANGE ON I-40 AT S.R. 50 (HUMPHREYS COUNTY L.M. 12.95 - HICKMAN COUNTY L.M. 0.50), INCLUDING GRADING, DRAINAGE AND PAVING.",HICKMAN AND HUMPHREYS,CNP312,ROADWAY,HICKMAN,20151204,Roadway,True
CNS200,New Construction/Reconstruction,"THE IMPROVEMENT OF THE INTERSECTION ON S.R. 338 (BOYDS CREEK HIGHWAY) AT PITNER ROAD (L.M. 0.95), INCLUDING GRADING, DRAINAGE, SIGNALS AND PAVING.",SEVIER,CNS200,ROADWAY,SEVIER,20180622,Roadway,True
CNS231,New Construction/Reconstruction,"THE IMPROVEMENT OF THE INTERSECTIONS ON S.R. 339 AT OLD NEWPORT HIGHWAY/JONES COVE ROAD (L.M. 1.98) AND AT DIXON BRANCH ROAD (L.M. 5.71), INCLUDING GRADING, DRAINAGE AND PAVING.",SEVIER,CNS231,ROADWAY,SEVIER,20180622,Roadway,True
CNV257,New Construction/Reconstruction,"THE GRADING, DRAINAGE, CONSTRUCTION OF A CONCRETE BOX BRIDGE AND PAVING ON S.R. 63 FROM NEAR FRONTIER ROAD/WOODSON LANE (L.M. 13.04) IN CAMPBELL COUNTY TO HALL LANE (L.M. 5.35) IN CLAIBORNE COUNTY.",CAMPBELL AND CLAIBORNE,CNV257,"ROADWAY, UTILITY",CAMPBELL,20211210,Roadway,True
CNS212,New Construction/Reconstruction,"THE GRADING, DRAINAGE, SIGNALS AND PAVING ON U.S. 70S (U.S. 41, S.R. 1) AT SAM GRIFFIN ROAD (L.M. 8.11) TO SERVE NISSAN SUPPLIER PARK IN SMYRNA.",RUTHERFORD,CNS212,ROADWAY,RUTHERFORD,20180622,Roadway,True
